,Listas
2998,0
2999,0
3000,0
3001,0
3002,1
3003,1
3004,1
3005,0
3006,1
3007,1
3008,1
3009,1
3010,0
3011,0
3012,1
3013,1
3014,1
3015,1
3016,0
3017,1
3018,1
3019,1
3020,1
3021,1
3022,1
3023,1
3024,0
3025,0
3026,0
3027,0
3028,1
3029,0
3030,1
3031,1
3032,1
3033,1
3034,0
3035,1
3036,0
3037,1
3038,1
3039,1
3040,1
3041,1
3042,1
3043,0
3044,0
3045,1
3046,1
3047,1
3048,1
3049,1
3050,1
3051,0
3052,1
3053,0
3054,0
3055,0
3056,0
3057,1
3058,1
3059,0
3060,0
3061,1
3062,0
3063,0
3064,0
3065,1
3066,1
3067,0
3068,1
3069,1
3070,1
3071,0
3072,1
3073,1
3074,0
3075,1
3076,1
3077,1
3078,0
3079,0
3080,1
3081,1
3082,1
3083,1
3084,1
3085,0
3086,1
3087,0
3088,1
3089,0
3090,1
3091,1
3092,1
3093,0
3094,0
3095,1
3096,1
3097,1
3098,1
3099,0
3100,1
3101,1
3102,1
3103,1
3104,0
3105,1
3106,0
3107,0
3108,1
3109,0
3110,0
3111,1
3112,1
3113,0
3114,1
3115,1
3116,1
3117,1
3118,1
3119,0
3120,0
3121,1
3122,0
3123,1
3124,1
3125,1
3126,1
3127,0
3128,1
3129,1
3130,1
3131,0
3132,1
3133,1
3134,1
3135,1
3136,0
3137,1
3138,1
3139,0
3140,0
3141,0
3142,0
3143,0
3144,1
3145,1
3146,1
3147,1
3148,1
3149,1
3150,1
3151,1
3152,1
3153,1
3154,0
3155,1
3156,0
3157,0
3158,1
3159,1
3160,0
3161,0
3162,0
3163,1
3164,0
3165,0
3166,1
3167,0
3168,1
3169,1
3170,1
3171,1
3172,1
3173,1
3174,0
3175,1
3176,0
3177,0
3178,1
3179,1
3180,1
3181,0
3182,1
3183,0
3184,1
3185,0
3186,0
3187,1
3188,1
3189,1
3190,0
3191,1
3192,1
3193,1
3194,1
3195,0
3196,0
3197,1
3198,1
3199,1
3200,1
3201,1
3202,1
3203,0
3204,0
3205,1
3206,0
3207,1
3208,1
3209,1
3210,1
3211,1
3212,1
3213,0
3214,1
3215,1
3216,1
3217,1
3218,1
3219,0
3220,1
3221,1
3222,1
3223,0
3224,1
3225,0
3226,0
3227,0
3228,1
3229,1
3230,1
3231,0
3232,1
3233,1
3234,1
3235,1
3236,1
3237,1
3238,1
3239,0
3240,1
3241,1
3242,1
3243,1
3244,1
3245,1
3246,1
3247,0
3248,1
3249,1
3250,1
3251,1
3252,1
3253,1
3254,1
3255,1
3256,0
3257,1
3258,1
3259,0
3260,1
3261,0
3262,0
3263,1
3264,1
3265,1
3266,1
3267,1
3268,1
3269,1
3270,0
3271,0
3272,1
3273,0
3274,1
3275,0
3276,1
3277,0
3278,1
3279,0
3280,1
3281,1
3282,1
3283,0
3284,1
3285,1
3286,0
3287,1
3288,1
3289,1
3290,1
3291,0
3292,0
3293,0
3294,1
3295,0
3296,1
3297,0
3298,0
3299,0
3300,0
3301,1
3302,1
3303,1
3304,1
3305,1
3306,0
3307,0
3308,1
3309,0
3310,1
3311,1
3312,1
3313,0
3314,1
3315,0
3316,0
3317,1
3318,0
3319,1
3320,1
3321,1
3322,1
3323,1
3324,1
3325,1
3326,1
3327,1
3328,1
3329,0
3330,1
3331,1
3332,1
3333,1
3334,1
3335,1
3336,1
3337,1
3338,1
3339,0
3340,1
3341,0
3342,1
3343,0
3344,0
3345,1
3346,0
3347,0
3348,0
3349,1
3350,1
3351,0
3352,1
3353,1
3354,1
3355,0
3356,1
3357,0
3358,1
3359,1
3360,1
3361,1
3362,1
3363,1
3364,1
3365,1
3366,1
3367,1
3368,0
3369,0
3370,1
3371,1
3372,1
3373,1
3374,1
3375,1
3376,0
3377,1
3378,1
3379,1
3380,1
3381,1
3382,1
3383,1
3384,0
3385,0
3386,0
3387,0
3388,0
3389,0
3390,1
3391,1
3392,0
3393,0
3394,0
3395,1
3396,1
3397,0
3398,1
3399,1
3400,1
3401,1
3402,1
3403,1
3404,1
3405,1
3406,0
3407,0
3408,1
3409,0
3410,1
3411,1
3412,0
3413,1
3414,1
3415,1
3416,1
3417,1
3418,1
3419,0
3420,1
3421,1
3422,0
3423,1
3424,1
3425,1
3426,1
3427,0
3428,1
3429,1
3430,1
3431,0
3432,1
3433,1
3434,1
3435,0
3436,1
3437,0
3438,1
3439,1
3440,1
3441,1
3442,1
3443,1
3444,0
3445,0
3446,1
3447,1
3448,1
3449,0
3450,0
3451,1
3452,1
3453,1
3454,1
3455,0
3456,0
3457,0
3458,1
3459,1
3460,0
3461,1
3462,1
3463,1
3464,1
3465,1
3466,1
3467,1
3468,1
3469,1
3470,1
3471,1
3472,1
3473,1
3474,1
3475,1
3476,0
3477,1
3478,0
3479,1
3480,1
3481,0
3482,0
3483,0
3484,1
3485,0
3486,0
3487,0
3488,1
3489,1
3490,1
3491,1
3492,0
3493,1
3494,1
3495,0
3496,1
3497,0
3498,0
3499,1
3500,1
3501,1
3502,1
3503,1
3504,1
3505,1
3506,1
3507,1
3508,1
3509,1
3510,1
3511,1
3512,0
3513,1
3514,1
3515,1
3516,1
3517,1
3518,1
3519,0
3520,0
3521,1
3522,1
3523,1
3524,1
3525,0
3526,1
3527,1
3528,1
3529,0
3530,1
3531,1
3532,0
3533,1
3534,1
3535,0
3536,0
3537,1
3538,0
3539,1
3540,0
3541,0
3542,0
3543,0
3544,0
3545,1
3546,1
3547,1
3548,1
3549,1
3550,1
3551,1
3552,1
3553,0
3554,1
3555,1
3556,1
3557,1
3558,1
3559,0
3560,1
3561,1
3562,0
3563,1
3564,0
3565,1
3566,1
3567,1
3568,1
3569,0
3570,1
3571,1
3572,1
3573,1
3574,0
3575,1
3576,0
3577,1
3578,0
3579,0
3580,1
3581,0
3582,1
3583,0
3584,1
3585,0
3586,1
3587,1
3588,1
3589,0
3590,1
3591,1
3592,1
3593,1
3594,1
3595,1
3596,0
3597,1
3598,1
3599,0
3600,0
3601,1
3602,0
3603,0
3604,1
3605,0
3606,1
3607,1
3608,1
3609,1
3610,0
3611,0
3612,0
3613,0
3614,1
3615,0
3616,0
3617,0
3618,0
3619,0
3620,0
3621,1
3622,1
3623,0
3624,0
3625,0
3626,1
3627,1
3628,1
3629,1
3630,1
3631,1
3632,1
3633,1
3634,0
3635,1
3636,1
3637,1
3638,1
3639,1
3640,1
3641,1
3642,0
3643,1
3644,1
3645,1
3646,1
3647,1
3648,1
3649,1
3650,1
3651,1
3652,1
3653,0
3654,0
3655,0
3656,0
3657,1
3658,1
3659,1
3660,1
3661,1
3662,1
3663,1
3664,1
3665,1
3666,0
3667,0
3668,1
3669,1
3670,0
3671,1
3672,1
3673,1
3674,1
3675,1
3676,1
3677,1
3678,1
3679,1
3680,0
3681,0
3682,1
3683,0
3684,0
3685,0
3686,1
3687,1
3688,0
3689,1
3690,1
3691,0
3692,1
3693,1
3694,1
3695,1
3696,0
3697,1
3698,1
3699,0
3700,1
3701,1
3702,1
3703,0
3704,1
3705,0
3706,1
3707,0
3708,0
3709,1
3710,1
3711,1
3712,1
3713,1
3714,1
3715,1
3716,0
3717,0
3718,0
3719,1
3720,1
3721,1
3722,1
3723,0
3724,0
3725,0
3726,0
3727,1
3728,1
3729,1
3730,1
3731,1
3732,1
3733,1
3734,1
3735,1
3736,1
3737,1
3738,0
3739,1
3740,0
3741,0
3742,1
3743,1
3744,1
3745,0
3746,0
3747,0
3748,1
3749,1
3750,1
3751,1
3752,1
3753,0
3754,0
3755,0
3756,1
3757,0
3758,1
3759,1
3760,0
3761,1
3762,1
3763,0
3764,0
3765,1
3766,0
3767,1
3768,1
3769,1
3770,1
3771,1
3772,0
3773,1
3774,0
3775,0
3776,1
3777,1
3778,1
3779,1
3780,0
3781,1
3782,1
3783,1
3784,1
3785,1
3786,0
3787,1
3788,1
3789,1
3790,1
3791,1
3792,1
3793,1
3794,0
3795,0
3796,1
3797,0
3798,1
3799,1
3800,0
3801,1
3802,1
3803,1
3804,0
3805,0
3806,0
3807,1
3808,1
3809,1
3810,1
3811,0
3812,1
3813,1
3814,1
3815,0
3816,0
3817,1
3818,0
3819,1
3820,1
3821,1
3822,1
3823,1
3824,1
3825,1
3826,1
3827,1
3828,0
3829,1
3830,0
3831,1
3832,0
3833,1
3834,1
3835,1
3836,1
3837,1
3838,1
3839,1
3840,1
3841,0
3842,1
3843,1
3844,1
3845,1
3846,1
3847,1
3848,0
3849,1
3850,1
3851,1
3852,0
3853,1
3854,1
3855,1
3856,1
3857,1
3858,0
3859,1
3860,0
3861,1
3862,1
3863,1
3864,0
3865,1
3866,1
3867,1
3868,1
3869,0
3870,0
3871,1
3872,1
3873,1
3874,1
3875,1
3876,1
3877,1
3878,0
3879,0
3880,1
3881,0
3882,0
3883,1
3884,1
3885,1
3886,1
3887,0
3888,0
3889,0
3890,1
3891,0
3892,1
3893,1
3894,0
3895,1
3896,0
3897,0
3898,1
3899,0
3900,1
3901,1
3902,0
3903,1
3904,1
3905,0
3906,1
3907,1
3908,1
3909,1
3910,1
3911,1
3912,1
3913,1
3914,0
3915,1
3916,1
3917,1
3918,1
3919,0
3920,1
3921,1
3922,0
3923,0
3924,0
3925,0
3926,1
3927,1
3928,1
3929,0
3930,1
3931,0
3932,1
3933,0
3934,1
3935,1
3936,0
3937,0
3938,1
3939,0
3940,0
3941,1
3942,1
3943,0
3944,1
3945,1
3946,0
3947,0
3948,0
3949,1
3950,1
3951,1
3952,1
3953,1
3954,0
3955,1
3956,0
3957,0
3958,1
3959,0
3960,1
3961,1
3962,1
3963,1
3964,1
3965,1
3966,1
3967,1
3968,1
3969,1
3970,0
3971,1
3972,0
3973,1
3974,0
3975,1
3976,1
3977,1
3978,1
3979,1
3980,1
3981,0
3982,0
3983,0
3984,1
3985,0
3986,1
3987,1
3988,1
3989,0
3990,0
3991,0
3992,1
3993,1
3994,0
3995,0
3996,1
3997,1
3998,1
3999,1
4000,1
4001,1
4002,1
4003,1
4004,1
4005,1
4006,0
4007,1
4008,1
4009,0
4010,1
4011,1
4012,1
4013,0
4014,0
4015,1
4016,1
4017,0
4018,1
4019,1
4020,0
4021,1
4022,1
4023,1
4024,1
4025,0
4026,0
4027,0
4028,0
4029,1
4030,1
4031,1
4032,1
4033,0
4034,1
4035,1
4036,0
4037,1
4038,0
4039,1
4040,1
4041,0
4042,0
4043,1
4044,1
4045,1
4046,1
4047,0
4048,0
4049,1
4050,0
4051,1
4052,1
4053,1
4054,0
4055,1
4056,0
4057,1
4058,1
4059,1
4060,1
4061,0
4062,0
4063,1
4064,0
4065,0
4066,1
4067,0
4068,0
4069,0
4070,0
4071,1
4072,0
4073,1
4074,1
4075,1
4076,1
4077,1
4078,0
4079,0
4080,0
4081,1
4082,0
4083,1
4084,1
4085,1
4086,0
4087,0
4088,1
4089,0
4090,1
4091,0
4092,1
4093,1
4094,0
4095,0
4096,0
4097,0
4098,1
4099,0
4100,1
4101,1
4102,0
4103,0
4104,0
4105,1
4106,1
4107,1
4108,1
4109,1
4110,1
4111,1
4112,1
4113,1
4114,0
4115,0
4116,1
4117,0
4118,0
4119,1
4120,1
4121,1
4122,1
4123,1
4124,0
4125,1
4126,0
4127,1
4128,0
4129,1
4130,1
4131,1
4132,1
4133,1
4134,1
4135,1
4136,0
4137,1
4138,1
4139,0
4140,1
4141,0
4142,1
4143,1
4144,1
4145,0
4146,1
4147,0
4148,0
4149,1
4150,1
4151,0
4152,1
4153,1
4154,1
4155,1
4156,1
4157,1
4158,1
4159,1
4160,0
4161,1
4162,0
4163,1
4164,1
4165,1
4166,1
4167,1
4168,1
4169,1
4170,1
4171,1
4172,1
4173,1
4174,0
4175,1
4176,0
4177,0
4178,1
4179,0
4180,1
4181,0
4182,0
4183,1
4184,1
4185,1
4186,1
4187,0
4188,0
4189,1
4190,0
4191,1
4192,1
4193,1
4194,1
4195,0
4196,1
4197,1
4198,1
4199,1
4200,1
4201,1
4202,1
4203,1
4204,1
4205,1
4206,0
4207,1
4208,1
4209,1
4210,0
4211,1
4212,0
4213,1
4214,1
4215,0
4216,1
4217,1
4218,1
4219,1
4220,1
4221,1
4222,0
4223,1
4224,1
4225,1
4226,1
4227,1
4228,0
4229,1
4230,1
4231,1
4232,1
4233,1
4234,1
4235,1
4236,1
4237,1
4238,1
4239,1
4240,0
4241,1
4242,1
4243,1
4244,0
4245,1
4246,0
4247,1
4248,1
4249,1
4250,0
4251,1
4252,1
4253,1
4254,0
4255,1
4256,1
4257,1
4258,0
4259,1
4260,1
4261,1
4262,0
4263,0
4264,0
4265,0
4266,1
4267,1
4268,1
4269,1
4270,1
4271,1
4272,0
4273,0
4274,1
4275,1
4276,1
4277,0
4278,1
4279,1
4280,1
4281,0
4282,1
4283,1
4284,1
4285,1
4286,1
4287,1
4288,0
4289,0
4290,1
4291,1
4292,1
4293,1
4294,0
4295,1
4296,1
4297,1
4298,0
4299,0
4300,1
4301,1
4302,1
4303,1
4304,0
4305,1
4306,1
4307,0
4308,1
4309,1
4310,1
4311,0
4312,0
4313,1
4314,1
4315,1
4316,0
4317,0
4318,1
4319,0
4320,0
4321,1
4322,1
4323,0
4324,0
4325,0
4326,0
4327,0
4328,1
4329,0
4330,1
4331,1
4332,1
4333,1
4334,1
4335,0
4336,1
4337,1
4338,0
4339,1
4340,0
4341,1
4342,1
4343,1
4344,1
4345,1
4346,0
4347,1
4348,1
4349,0
4350,1
4351,1
4352,1
4353,1
4354,0
4355,0
4356,1
4357,0
4358,1
4359,1
4360,1
4361,1
4362,0
4363,0
4364,1
4365,1
4366,1
4367,0
4368,0
4369,0
4370,0
4371,0
4372,1
4373,1
4374,1
4375,1
4376,1
4377,1
4378,1
4379,1
4380,0
4381,1
4382,1
4383,0
4384,1
4385,1
4386,0
4387,0
4388,0
4389,0
4390,1
4391,0
4392,1
4393,1
4394,0
4395,0
4396,1
4397,1
4398,1
4399,1
4400,1
4401,1
4402,1
4403,1
4404,0
4405,0
4406,1
4407,1
4408,1
4409,1
4410,0
4411,1
4412,1
4413,1
4414,1
4415,1
4416,1
4417,0
4418,1
4419,0
4420,0
4421,1
4422,1
4423,1
4424,0
4425,1
4426,1
4427,0
4428,1
4429,0
4430,1
4431,1
4432,0
4433,1
4434,1
4435,1
4436,1
4437,0
4438,1
4439,1
4440,1
4441,1
4442,1
4443,1
4444,1
4445,1
4446,1
4447,0
4448,0
4449,0
4450,1
4451,1
4452,0
4453,1
4454,0
4455,1
4456,1
4457,1
4458,1
4459,1
4460,1
4461,1
4462,1
4463,0
4464,1
4465,1
4466,1
4467,1
4468,1
4469,0
4470,1
4471,0
4472,1
4473,1
4474,1
4475,1
4476,1
4477,1
4478,0
4479,1
4480,0
4481,1
4482,0
4483,0
4484,0
4485,0
4486,1
4487,1
4488,1
4489,1
4490,1
4491,1
4492,1
4493,0
4494,1
4495,1
4496,1
4497,0
4498,1
4499,1
4500,1
4501,1
4502,1
4503,0
4504,1
4505,1
4506,1
4507,0
4508,1
4509,1
4510,1
4511,1
4512,0
4513,1
4514,1
4515,1
4516,0
4517,1
4518,1
4519,1
4520,1
4521,1
4522,1
4523,0
4524,0
4525,1
4526,0
4527,1
4528,1
4529,1
4530,1
4531,0
4532,1
4533,0
4534,1
4535,1
4536,0
4537,1
4538,0
4539,1
4540,1
4541,1
4542,1
4543,0
4544,0
4545,1
4546,0
4547,0
4548,1
4549,0
4550,1
4551,1
4552,1
4553,1
4554,0
4555,1
4556,0
4557,1
4558,0
4559,1
4560,1
4561,1
4562,0
4563,1
4564,1
4565,1
4566,1
4567,0
4568,0
4569,1
4570,1
4571,1
4572,1
4573,1
4574,0
4575,0
4576,1
4577,1
4578,1
4579,1
4580,1
4581,1
4582,0
4583,1
4584,0
4585,0
4586,1
4587,0
4588,0
4589,0
4590,1
4591,0
4592,0
4593,1
4594,1
4595,1
4596,1
4597,1
4598,1
4599,1
4600,1
4601,1
4602,1
4603,0
4604,1
4605,0
4606,1
4607,1
4608,1
4609,1
4610,1
4611,1
4612,0
4613,1
4614,1
4615,1
4616,1
4617,1
4618,1
4619,1
4620,1
4621,0
4622,0
4623,1
4624,1
4625,1
4626,0
4627,0
4628,0
4629,1
4630,0
4631,1
4632,1
4633,1
4634,0
4635,1
4636,1
4637,0
4638,0
4639,0
4640,0
4641,1
4642,0
4643,1
4644,1
4645,1
4646,0
4647,1
4648,1
4649,1
4650,1
4651,1
4652,1
4653,0
4654,0
4655,1
4656,1
4657,0
4658,1
4659,1
4660,0
4661,1
4662,1
4663,1
4664,0
4665,1
4666,0
4667,0
4668,1
4669,1
4670,1
4671,1
4672,1
4673,1
4674,1
4675,1
4676,1
4677,0
4678,1
4679,1
4680,1
4681,1
4682,1
4683,1
4684,1
4685,1
4686,1
4687,0
4688,1
4689,0
4690,0
4691,1
4692,1
4693,1
4694,0
4695,1
4696,1
4697,0
4698,1
4699,1
4700,1
4701,0
4702,0
4703,1
4704,0
4705,1
4706,0
4707,1
4708,1
4709,1
4710,0
4711,0
4712,1
4713,1
4714,1
4715,1
4716,0
4717,1
4718,1
4719,1
4720,1
4721,1
4722,1
4723,0
4724,1
4725,0
4726,1
4727,1
4728,0
4729,0
4730,1
4731,1
4732,0
4733,0
4734,0
4735,0
4736,1
4737,1
4738,1
4739,0
4740,1
4741,1
4742,1
4743,1
4744,1
4745,1
4746,0
4747,0
4748,1
4749,0
4750,0
4751,1
4752,1
4753,0
4754,0
4755,1
4756,1
4757,1
4758,1
4759,0
4760,0
4761,1
4762,1
4763,1
4764,0
4765,1
4766,1
4767,1
4768,1
4769,0
4770,1
4771,1
4772,1
4773,1
4774,0
4775,0
4776,1
4777,1
4778,1
4779,1
4780,1
4781,1
4782,1
4783,1
4784,1
4785,0
4786,1
4787,1
4788,1
4789,1
4790,1
4791,1
4792,0
4793,1
4794,0
4795,1
4796,1
4797,1
4798,1
4799,0
4800,1
4801,1
4802,1
4803,0
4804,0
4805,0
4806,1
4807,0
4808,1
4809,0
4810,1
4811,1
4812,1
4813,1
4814,1
4815,1
4816,1
4817,1
4818,1
4819,1
4820,0
4821,1
4822,0
4823,1
4824,1
4825,0
4826,1
4827,1
4828,1
4829,0
4830,1
4831,1
4832,1
4833,0
4834,1
4835,0
4836,1
4837,1
4838,1
4839,1
4840,1
4841,1
4842,1
4843,1
4844,0
4845,0
4846,1
4847,1
4848,1
4849,0
4850,1
4851,0
4852,1
4853,0
4854,1
4855,1
4856,1
4857,1
4858,1
4859,1
4860,0
4861,0
4862,1
4863,1
4864,0
4865,0
4866,1
4867,1
4868,1
4869,1
4870,1
4871,0
4872,0
4873,1
4874,1
4875,1
4876,1
4877,0
4878,1
4879,0
4880,0
4881,0
4882,0
4883,1
4884,1
4885,1
4886,1
4887,0
4888,1
4889,1
4890,1
4891,1
4892,1
4893,0
4894,1
4895,0
4896,1
4897,0
4898,1
4899,0
4900,1
4901,0
4902,1
4903,1
4904,0
4905,1
4906,1
4907,1
4908,1
4909,1
4910,0
4911,1
4912,1
4913,1
4914,0
4915,1
4916,0
4917,1
4918,1
4919,0
4920,1
4921,1
4922,0
4923,0
4924,0
4925,0
4926,0
4927,0
4928,0
4929,1
4930,0
4931,1
4932,1
4933,0
4934,1
4935,1
4936,0
4937,0
4938,0
4939,1
4940,0
4941,1
4942,1
4943,1
4944,1
4945,1
4946,1
4947,1
4948,1
4949,1
4950,1
4951,1
4952,0
4953,1
4954,1
4955,1
4956,0
4957,0
4958,1
4959,0
4960,0
4961,0
4962,1
4963,0
4964,1
4965,0
4966,1
4967,1
4968,1
4969,1
4970,0
4971,0
4972,0
4973,0
4974,1
4975,0
4976,1
4977,0
4978,0
4979,1
4980,1
4981,0
4982,1
4983,0
4984,0
4985,1
4986,0
4987,1
4988,0
4989,1
4990,0
4991,0
4992,0
4993,1
4994,0
4995,1
4996,1
4997,1
4998,1
4999,1
5000,0
5001,0
5002,0
5003,1
5004,1
5005,1
5006,0
5007,1
5008,0
5009,1
5010,0
5011,1
5012,1
5013,0
5014,0
5015,0
5016,0
5017,0
5018,1
5019,1
5020,1
5021,1
5022,1
5023,1
5024,1
5025,1
5026,1
5027,0
5028,1
5029,1
5030,1
5031,1
5032,1
5033,0
5034,1
5035,1
5036,1
5037,1
5038,0
5039,0
5040,1
5041,1
5042,1
5043,1
5044,1
5045,1
5046,1
5047,1
5048,1
5049,1
5050,1
5051,1
5052,0
5053,1
5054,1
5055,1
5056,0
5057,1
5058,1
5059,1
5060,1
5061,1
5062,0
5063,0
5064,1
5065,1
5066,1
5067,1
5068,0
5069,1
5070,1
5071,1
5072,1
5073,1
5074,1
5075,0
5076,1
5077,1
5078,1
5079,1
5080,1
5081,1
5082,0
5083,1
5084,1
5085,0
5086,1
5087,1
5088,0
5089,1
5090,0
5091,1
5092,0
5093,1
5094,0
5095,1
5096,1
5097,1
5098,0
5099,1
5100,1
5101,0
5102,1
5103,1
5104,0
5105,0
5106,0
5107,1
5108,1
5109,1
5110,0
5111,0
5112,1
5113,1
5114,1
5115,1
5116,1
5117,1
5118,1
5119,1
5120,1
5121,1
5122,0
5123,1
5124,1
5125,1
5126,1
5127,0
5128,1
5129,1
5130,0
5131,1
5132,1
5133,0
5134,0
5135,1
5136,0
5137,0
5138,1
5139,1
5140,1
5141,1
5142,0
5143,1
5144,0
5145,1
5146,1
5147,0
5148,0
5149,1
5150,1
5151,1
5152,1
5153,0
5154,0
5155,1
5156,1
5157,1
5158,1
5159,1
5160,0
5161,1
5162,1
5163,1
5164,1
5165,1
5166,1
5167,1
5168,1
5169,1
5170,1
5171,0
5172,1
5173,1
5174,0
5175,0
5176,0
5177,1
5178,1
5179,1
5180,1
5181,0
5182,1
5183,1
5184,1
5185,0
5186,1
5187,1
5188,1
5189,0
5190,1
5191,1
5192,1
5193,1
5194,1
5195,1
5196,1
5197,1
5198,1
5199,1
5200,0
5201,1
5202,1
5203,1
5204,0
5205,0
5206,1
5207,1
5208,1
5209,1
5210,1
5211,1
5212,1
5213,1
5214,0
5215,1
5216,0
5217,1
5218,1
5219,0
5220,1
5221,0
5222,1
5223,1
5224,1
5225,1
5226,1
5227,1
5228,0
5229,1
5230,1
5231,1
5232,0
5233,0
5234,1
5235,1
5236,0
5237,1
5238,1
5239,1
5240,0
5241,1
5242,0
5243,1
5244,1
5245,1
5246,1
5247,0
5248,0
5249,1
5250,0
5251,1
5252,1
5253,1
5254,0
5255,1
5256,1
5257,0
5258,1
5259,1
5260,0
5261,1
5262,0
5263,0
5264,0
5265,0
5266,1
5267,1
5268,0
5269,1
5270,0
5271,1
5272,1
5273,1
5274,1
5275,1
5276,1
5277,0
5278,1
5279,0
5280,1
5281,1
5282,1
5283,1
5284,1
5285,1
5286,1
5287,1
5288,0
5289,1
5290,0
5291,1
5292,0
5293,1
5294,1
5295,1
5296,1
5297,1
5298,1
5299,0
5300,1
5301,1
5302,1
5303,1
5304,1
5305,1
5306,1
5307,1
5308,0
5309,1
5310,1
5311,1
5312,1
5313,1
5314,1
5315,1
5316,1
5317,0
5318,1
5319,0
5320,1
5321,1
5322,1
5323,1
5324,0
5325,0
5326,1
5327,1
5328,1
5329,0
5330,0
5331,1
5332,1
5333,0
5334,1
5335,0
5336,1
5337,0
5338,1
5339,1
5340,1
5341,1
5342,1
5343,1
5344,1
5345,0
5346,0
5347,1
5348,1
5349,1
5350,1
5351,0
5352,1
5353,1
5354,1
5355,1
5356,1
5357,1
5358,1
5359,1
5360,1
5361,0
5362,0
5363,1
5364,0
5365,1
5366,1
5367,1
5368,0
5369,1
5370,1
5371,1
5372,1
5373,1
5374,1
5375,0
5376,1
5377,1
5378,1
5379,1
5380,1
5381,0
5382,1
5383,1
5384,0
5385,1
5386,1
5387,0
5388,1
5389,1
5390,1
5391,1
5392,0
5393,1
5394,1
5395,1
5396,1
5397,1
5398,0
5399,1
5400,0
5401,1
5402,1
5403,1
5404,1
5405,1
5406,1
5407,1
5408,1
5409,1
5410,1
5411,1
5412,0
5413,1
5414,1
5415,1
5416,1
5417,1
5418,0
5419,1
5420,1
5421,0
5422,0
5423,1
5424,1
5425,1
5426,1
5427,1
5428,1
5429,1
5430,1
5431,1
5432,1
5433,1
5434,0
5435,0
5436,1
5437,0
5438,1
5439,0
5440,1
5441,1
5442,1
5443,1
5444,1
5445,1
5446,1
5447,0
5448,0
5449,0
5450,1
5451,1
5452,0
5453,0
5454,1
5455,1
5456,1
5457,1
5458,1
5459,1
5460,1
5461,0
5462,0
5463,1
5464,1
5465,1
5466,1
5467,1
5468,0
5469,1
5470,1
5471,1
5472,0
5473,0
5474,0
5475,0
5476,1
5477,1
5478,1
5479,0
5480,1
5481,0
5482,1
5483,1
5484,0
5485,1
5486,1
5487,1
5488,1
5489,0
5490,0
5491,1
5492,1
5493,1
5494,1
5495,0
5496,0
5497,1
5498,1
5499,0
5500,1
5501,1
5502,1
5503,0
5504,0
5505,0
5506,0
5507,1
5508,1
5509,1
5510,1
5511,0
5512,0
5513,1
5514,0
5515,0
5516,1
5517,1
5518,1
5519,1
5520,0
5521,1
5522,1
5523,1
5524,0
5525,0
5526,1
5527,0
5528,0
5529,0
5530,1
5531,1
5532,0
5533,1
5534,1
5535,1
5536,1
5537,1
5538,1
5539,1
5540,1
5541,1
5542,0
5543,0
5544,1
5545,1
5546,1
5547,0
5548,0
5549,1
5550,1
5551,1
5552,0
5553,1
5554,0
5555,1
5556,0
5557,0
5558,1
5559,1
5560,1
5561,0
5562,0
5563,1
5564,0
5565,1
5566,1
5567,1
5568,1
5569,1
5570,1
5571,1
5572,0
5573,0
5574,1
5575,0
5576,0
5577,0
5578,1
5579,1
5580,0
5581,0
5582,0
5583,1
5584,0
5585,0
5586,0
5587,1
5588,1
5589,0
5590,1
5591,1
5592,1
5593,0
5594,1
5595,1
5596,1
5597,1
5598,0
5599,1
5600,1
5601,1
5602,1
5603,0
5604,1
5605,1
5606,1
5607,0
5608,1
5609,1
5610,1
5611,1
5612,1
5613,0
5614,1
5615,1
5616,1
5617,1
5618,0
5619,0
5620,1
5621,0
5622,0
5623,1
5624,1
5625,1
5626,1
5627,1
5628,1
5629,1
5630,0
5631,0
5632,0
5633,1
5634,1
5635,1
5636,1
5637,0
5638,0
5639,0
5640,0
5641,1
5642,0
5643,0
5644,0
5645,0
5646,0
5647,0
5648,0
5649,1
5650,1
5651,1
5652,1
5653,0
5654,1
5655,1
5656,0
5657,0
5658,1
5659,1
5660,0
5661,1
5662,0
5663,0
5664,1
5665,1
5666,0
5667,0
5668,1
5669,1
5670,1
5671,0
5672,0
5673,0
5674,1
5675,1
5676,1
5677,1
5678,1
5679,1
5680,1
5681,0
5682,0
5683,1
5684,1
5685,0
5686,0
5687,1
5688,0
5689,1
5690,1
5691,0
5692,1
5693,1
5694,1
5695,1
5696,1
5697,1
5698,1
5699,1
5700,1
5701,0
5702,0
5703,1
5704,1
5705,0
5706,0
5707,0
5708,1
5709,1
5710,0
5711,1
5712,0
5713,1
5714,1
5715,0
5716,0
5717,1
5718,1
5719,1
5720,1
5721,0
5722,1
5723,1
5724,1
5725,1
5726,1
5727,0
5728,1
5729,0
5730,1
5731,0
5732,1
5733,1
5734,1
5735,1
5736,1
5737,1
5738,0
5739,0
5740,1
5741,1
5742,1
5743,1
5744,0
5745,1
5746,1
5747,1
5748,0
5749,1
5750,0
5751,1
5752,1
5753,1
5754,0
5755,1
5756,1
5757,1
5758,1
5759,0
5760,0
5761,1
5762,1
5763,1
5764,1
5765,0
5766,0
5767,1
5768,0
5769,0
5770,1
5771,0
5772,1
5773,1
5774,1
5775,1
5776,0
5777,1
5778,0
5779,1
5780,0
5781,1
5782,1
5783,0
5784,0
5785,1
5786,1
5787,1
5788,1
5789,1
5790,1
5791,1
5792,0
5793,1
5794,1
5795,1
5796,0
